"conjunto_de_datos_imai_imai2020_05.csv","Índice de volumen físico base 2013=100"
"conjunto_de_datos_imai_imai_var2020_05.csv","Variación porcentual del índice de volumen físico"
"conjunto_de_datos_imai_imai_acu2020_05.csv","Índice de volumen físico acumulado base 2013=100"
"conjunto_de_datos_imai_imai_acuvar2020_05.csv","Variación porcentual del índice de volumen físico acumulado"
